Country,Longitude,Latitude,Average_Tone,Mentions
Chad,19.0,15.0,-2,30
China,103.122,27.906,0,20
China,103.422,34.583,-2,8
China,116.293,27.9383,0,10
China,116.388,39.9289,0,479
China,120.169,30.2553,0,16
China,121.271,31.1761,0,10
China,123.792,40.7703,-3,19
China,126.56,43.8508,2,3
Colombia,-72.0,4.0,-2,16
Colombia,-74.0833,4.6,-1,2
Colombia,-75.5144,10.3997,0,10
Congo,12.4,-6.06667,-5,10
Congo,15.0,-1.0,-3,98
Congo,15.2847,-4.25917,-3,4
Cuba,-81.1664,22.18,0,8
Cyprus,33.0,35.0,2,8
DemocraticRepublicoftheCongo,15.315,-4.32972,-2,2
Denmark,10.0,56.0,-2,11
DominicanRepublic,-70.6667,19.0,-1,10
Egypt,30.0,27.0,-2,38
ElSalvador,-88.9167,13.8333,-3,30
Ethiopia,38.65,6.73333,-4,8
Fiji,-178.217,-19.8333,1,5
Fiji,179.7,-18.0,1,1
Germany,8.91667,48.3167,0,10
Germany,9.0,51.0,-1,415
Guatemala,-88.9,15.9,-1,4
Honduras,-87.2167,14.1,-5,1160
Honduras,-87.3667,13.7667,-5,237
Honduras,-87.95,15.6167,-4,7
Honduras,-88.05,14.9333,-3,5
HongKong,114.133,22.3667,-5,10
Hungary,18.1921,46.236,-4,40
Hungary,20.0,47.0,-2,13
Iceland,-21.0,63.9333,-2,10
India,70.4667,21.5167,-2,10
India,70.9,26.9167,1,18
India,72.6167,23.0333,-1,6
India,72.7833,18.95,3,2
India,72.8167,19.1,-5,4
India,72.85,19.0,0,5
India,73.3,18.1667,-1,22
India,73.4,19.25,-2,3
India,73.8667,18.5333,0,1
India,74.75,13.35,-1,5
India,75.7667,23.1833,-7,4
India,76.0,13.5,-2,20
India,76.4167,20.5833,-2,4
India,76.6167,28.1833,-1,7
India,76.6667,33.9167,1,10
India,76.6833,9.33333,-1,3
India,77.0,20.0,-1,292
India,77.6003,13.1075,-4,10
India,77.6833,19.85,-1,10
India,77.9333,11.3833,-5,10
India,78.5,23.5,0,40
India,79.3583,27.0529,-4,10
India,79.45,29.3833,-3,10
India,79.5,18.0,-4,20
India,80.75,27.25,-2,5
India,85.5167,25.1833,-1,8
India,88.3697,22.5697,0,33
India,96.4667,27.4667,-3,10
Indonesia,100.561,-0.29439,-2,8
Indonesia,105.167,-2.06667,0,10
Indonesia,106.829,-6.17444,-2,183
Indonesia,109.183,1.61667,-3,78
Indonesia,110.5,0.0,-2,5
Indonesia,112.751,-7.24917,-3,1
Indonesia,114.0,-1.0,-3,8
Indonesia,114.0,1.0,-1,20
Indonesia,97.1549,3.741,-1,3
Indonesia,99.0,2.0,0,7
Indonesia,99.2258,3.381,0,6
Iran,52.3269,27.8279,0,10
Ireland,-8.11667,54.65,0,5
Israel,34.7072,31.9331,0,2
Israel,35.2333,31.7667,-2,14
Italy,12.8333,42.8333,-3,8
Jamaica,-78.3518,18.2782,0,20
Kenya,34.5667,-0.833333,-3,10
Kenya,36.257,0.633458,-4,10
Kenya,36.7083,-0.627651,0,8
Kenya,36.7768,-1.85238,-2,24
Kenya,36.8167,-1.28333,-2,279
Kenya,36.8333,-1.16667,-4,7
Kenya,37.0728,0.016667,-1,28
Kenya,37.5468,0.350487,2,34
Kenya,37.8897,0.665673,-2,6
Latvia,24.1,56.95,0,14
Lebanon,35.8303,34.0814,-2,4
Liberia,-9.5,6.5,-1,10
Libya,21.85,32.8304,-3,2
Malawi,33.7833,-13.9833,-6,6
Malawi,34.0,-13.5,-3,20
Malaysia,103.462,3.5321,-4,20
Malaysia,116.072,5.9749,1,35
Malta,14.4742,35.8311,-3,5
Malta,14.5019,35.9125,-1,24
Malta,14.5147,35.8997,-1,8
Mexico,-102.0,23.0,-1,2139
Mexico,-103.117,21.0333,-2,2
Mexico,-103.467,25.3667,-3,6
Mexico,-113.3,31.6667,-5,2
Mexico,-114.767,32.7,-1,8
Mexico,-114.95,31.9,0,2
Mexico,-96.9167,19.5333,-1,20
Micronesia,158.25,6.9167,-3,430
Morocco,-5.0,32.0,3,9
Nepal,81.3536,28.3006,0,15
Nepal,85.9842,27.2799,0,10
Nepal,86.75,27.7833,0,8
Nepal,86.9245,27.9884,0,2
Netherlands,4.91667,52.35,-6,2
NewZealand,-176.217,-44.2333,1,18
NewZealand,-177.917,-29.2667,-1,2
NewZealand,172.617,-41.7667,0,6
NewZealand,173.95,-41.5167,-3,3
NewZealand,173.967,-41.95,0,30
NewZealand,174.783,-41.3,1,70
NewZealand,174.917,-36.75,0,2
NewZealand,175.417,-36.1667,3,2
NewZealand,176.217,-37.9,2,5
NewZealand,177.0,-37.9833,0,2
NewZealand,178.004,-38.6533,1,14
Nigeria,3.39583,6.45306,0,8
Nigeria,3.75,6.58333,-7,10
Nigeria,5.08333,7.16667,-7,5
Nigeria,5.10393,6.26566,-6,6
Nigeria,6.00743,5.48986,-3,4
Nigeria,6.83333,4.75,-3,2
Nigeria,7.5,12.25,0,16
Nigeria,7.75,10.3333,-2,1
NorthKorea,125.755,39.0194,-6,13
Norway,10.75,59.9167,-8,10
Oceans,3.0,55.3333,-2,55
Oman,58.5389,23.6224,-4,10
Pakistan,70.0,30.0,0,39
Pakistan,74.0968,34.733,8,5
Pakistan,74.3436,31.5497,-1,5
Panama,-79.2833,9.56667,4,2
Panama,-80.0,9.0,-2,25
PapuaNewGuinea,147.0,-6.0,-1,13
PapuaNewGuinea,147.5,-6.41667,5,5
Peru,-77.05,-12.05,0,293
Philippines,120.378,15.8334,0,32
Philippines,120.972,16.1686,-3,4
Philippines,120.982,14.6042,-2,70
Philippines,120.994,14.5518,0,10
Philippines,121.18,13.4117,-3,20
Philippines,122.0,13.0,0,34
Philippines,122.361,11.0569,0,3
Philippines,122.953,10.6677,0,5
Poland,23.8667,52.7,-2,1438
Portugal,-8.26637,37.2277,-2,10
Russia,83.8333,69.7,-2,10
Russia,92.3823,58.2938,-2,10
Russia,98.015,54.9973,0,10
Rwanda,29.5799,-1.4623,1,4
Rwanda,30.5458,-1.4402,0,10
SaudiArabia,45.0,25.0,-2,40
SolomonIslands,156.528,-7.91746,-3,3
SouthAfrica,18.8668,-33.9346,1,10
SouthAfrica,25.7953,-33.8268,0,10
SouthAfrica,27.9667,-26.05,-5,10
SouthAfrica,28.5162,-28.4725,-2,2
SouthAfrica,31.0172,-28.1715,-3,78
SouthAfrica,31.0907,-28.6207,-3,5
SouthAfrica,31.5,-23.8333,0,29
SouthAfrica,31.538,-25.6403,-11,10
SouthAfrica,32.2517,-26.9264,-4,10
SouthKorea,126.916,35.1547,-3,10
SouthKorea,127.5,37.0,-2,12
Spain,-15.5,28.0,-1,8
Spain,-3.68333,40.4,-3,39
Spain,-4.0,40.0,-3,222
Spain,-4.5,37.6,-3,2
Spain,-9.4,38.6667,-4,8
SriLanka,79.7947,7.6126,-1,10
SriLanka,79.8855,6.7857,-2,6
SriLanka,80.0359,6.6525,-2,1
SriLanka,81.291,8.4854,-1,91
SriLanka,81.5423,6.5142,-1,4
Sudan,30.0,15.0,0,11
Sweden,18.05,59.3333,-1,1278
Switzerland,7.46667,46.9167,0,6
Switzerland,9.83333,46.8167,0,10
Syria,38.0,35.0,-3,16
Taiwan,119.0,24.0,0,7
Taiwan,121.541,22.0511,-3,4
Tanzania,33.9833,-2.68333,-8,107
Tanzania,35.0,-6.0,-3,270
Tanzania,35.9,-3.55,0,10
Tanzania,37.0532,-7.26035,-2,8
Tanzania,39.8333,-4.96667,0,5
Thailand,100.274,13.5475,-2,10
Thailand,101.727,17.4905,-2,8
Thailand,98.3833,7.83333,-2,19
TrinidadandTobago,-61.6042,10.4562,-4,6
TrinidadandTobago,-61.6133,10.2423,-2,4
Uganda,31.7591,2.16002,-5,10
Uganda,34.0758,0.454444,-2,2
Ukraine,30.8607,46.5625,-4,2
Ukraine,34.0,45.0,1,1
Ukraine,34.1108,44.9572,-3,6
UnitedArabEmirates,54.3667,24.4667,4,28
UnitedKingdom,-0.036489,51.5206,0,2
UnitedKingdom,-0.1,51.3833,-1,20
UnitedKingdom,-0.15,50.8333,0,10
UnitedKingdom,-1.16667,51.0833,0,37
UnitedKingdom,-1.81667,53.9167,-8,6
UnitedKingdom,-2.66667,57.1667,-1,57
UnitedKingdom,-2.75,55.9167,3,12
UnitedKingdom,-3.16667,54.5,1,14
UnitedKingdom,-4.0,54.0,0,10
UnitedKingdom,-4.3,55.4667,3,10
UnitedKingdom,-5.18333,56.7833,3,8
UnitedKingdom,-5.54778,50.1136,2,6
UnitedKingdom,0.183333,51.1667,-1,10
UnitedKingdom,0.533333,51.0833,0,16
UnitedStates,-100.406,32.471,-1,8
UnitedStates,-100.462,46.9583,5,6
UnitedStates,-103.231,44.0805,0,4
UnitedStates,-103.25,29.2502,0,24
UnitedStates,-103.307,44.4744,0,3
UnitedStates,-105.077,39.7661,0,10
UnitedStates,-105.271,40.015,0,7
UnitedStates,-105.339,45.2908,1,10
UnitedStates,-105.522,40.3772,1,40
UnitedStates,-105.561,31.4409,0,2
UnitedStates,-105.651,45.3833,-2,20
UnitedStates,-105.66,40.255,0,4
UnitedStates,-106.001,34.5003,0,4
UnitedStates,-106.036,42.7173,-2,3
UnitedStates,-106.073,36.0533,-2,8
UnitedStates,-106.487,31.7587,-1,8
UnitedStates,-106.987,43.0322,-1,8
UnitedStates,-107.209,42.7475,-1,1362
UnitedStates,-107.834,39.55,4,5
UnitedStates,-108.551,39.0639,0,12
UnitedStates,-109.868,37.63,0,50
UnitedStates,-109.883,32.7434,0,12
UnitedStates,-110.584,43.9166,2,4
UnitedStates,-111.501,45.2499,2,4
UnitedStates,-112.139,36.0544,0,35
UnitedStates,-112.501,33.5,1,6
UnitedStates,-112.653,39.2869,0,6
UnitedStates,-112.677,33.3481,-1,210
UnitedStates,-112.8,47.8124,-1,1
UnitedStates,-113.485,47.1794,5,4
UnitedStates,-114.045,41.6596,-5,3
UnitedStates,-114.084,47.6666,-1,12
UnitedStates,-115.763,40.8324,-5,16
UnitedStates,-116.35,46.0485,0,10
UnitedStates,-116.455,36.9413,-3,5
UnitedStates,-117.101,36.4833,0,24
UnitedStates,-117.113,32.5839,0,10
UnitedStates,-117.122,38.4199,-3,1078
UnitedStates,-117.168,45.5002,-1,10
UnitedStates,-117.381,34.405,-7,2
UnitedStates,-117.497,47.8741,-2,10
UnitedStates,-117.768,33.7,3,13
UnitedStates,-118.327,34.0983,0,74
UnitedStates,-118.36,34.1819,-6,990
UnitedStates,-118.377,37.3735,-1,7
UnitedStates,-118.381,33.7669,-1,3
UnitedStates,-118.418,33.3834,-1,5
UnitedStates,-118.526,34.2747,-2,710
UnitedStates,-118.712,34.1056,0,22
UnitedStates,-118.775,34.1364,0,10
UnitedStates,-119.664,34.4167,0,3
UnitedStates,-119.746,36.17,0,3653
UnitedStates,-120.847,35.3697,0,3
UnitedStates,-120.85,35.3658,-2,10
UnitedStates,-120.857,35.2122,0,23
UnitedStates,-120.915,45.6354,-4,6
UnitedStates,-121.021,39.4346,-2,52
UnitedStates,-121.291,37.9577,-2,1
UnitedStates,-121.527,38.4205,-1,2
UnitedStates,-121.538,36.8452,1,18
UnitedStates,-121.768,37.2333,-1,10
UnitedStates,-121.782,42.2249,-2,40
UnitedStates,-121.901,36.8,1,24
UnitedStates,-122.127,44.5672,-2,2457
UnitedStates,-122.154,38.0704,-2,6
UnitedStates,-122.216,38.8332,-2,5
UnitedStates,-122.236,48.5039,-5,10
UnitedStates,-122.245,37.7638,0,2
UnitedStates,-122.271,37.8044,0,242
UnitedStates,-122.392,40.5865,0,7
UnitedStates,-122.435,47.8332,-1,20
UnitedStates,-122.458,38.2919,0,6
UnitedStates,-122.607,42.0749,-2,10
UnitedStates,-122.821,38.0913,0,2
UnitedStates,-123.035,44.9429,0,22
UnitedStates,-123.168,43.3332,0,15
UnitedStates,-123.248,39.7929,-2,4
UnitedStates,-123.275,44.5643,-2,4
UnitedStates,-123.54,47.9418,0,7
UnitedStates,-123.674,41.0504,-10,2
UnitedStates,-133.096,55.5522,-1,2
UnitedStates,-134.083,56.6667,0,3
UnitedStates,-151.137,61.0681,-2,4
UnitedStates,-157.531,21.1098,0,484
UnitedStates,-157.831,21.3264,2,10
UnitedStates,-158.009,21.3867,-5,30
UnitedStates,-69.3977,44.6074,0,2089
UnitedStates,-69.9637,43.9092,5,2
UnitedStates,-71.1164,42.3784,-2,6
UnitedStates,-71.1351,42.6987,-2,2
UnitedStates,-71.1495,42.2793,-1,8
UnitedStates,-71.4543,43.04,0,2
UnitedStates,-71.5314,42.2373,-1,148
UnitedStates,-71.9545,41.0359,2,107
UnitedStates,-72.4262,41.0648,-4,19
UnitedStates,-72.5898,42.1015,0,3
UnitedStates,-72.7093,44.0407,0,189
UnitedStates,-72.7795,41.6612,1,10
UnitedStates,-72.7995,40.8668,-3,23
UnitedStates,-73.1929,42.5126,1,9
UnitedStates,-73.2821,41.4201,-1,16
UnitedStates,-73.3662,42.2543,-1,20
UnitedStates,-73.8243,40.9601,-5,88
UnitedStates,-73.9549,40.7626,0,20
UnitedStates,-73.9629,41.9204,1,2
UnitedStates,-73.9968,41.9301,1,3
UnitedStates,-74.0282,40.6968,0,2
UnitedStates,-74.5507,41.2443,-3,20
UnitedStates,-74.9384,42.1497,0,3612
UnitedStates,-75.079,42.9662,0,3
UnitedStates,-75.1638,39.9523,0,108
UnitedStates,-75.9922,40.6409,-2,2
UnitedStates,-76.2386,38.9687,1,4
UnitedStates,-76.2663,42.1667,-3,4
UnitedStates,-76.383,38.5168,0,18
UnitedStates,-76.6027,40.1529,2,6
UnitedStates,-76.608,37.1682,-2,13
UnitedStates,-76.7902,39.0724,0,84
UnitedStates,-76.9386,38.9859,-3,30
UnitedStates,-77.0003,38.889,-3,14
UnitedStates,-77.025,38.8862,-3,11
UnitedStates,-77.0262,38.8964,0,7
UnitedStates,-77.264,40.5773,0,516
UnitedStates,-77.2875,38.5287,-1,10
UnitedStates,-77.86,40.7934,4,8
UnitedStates,-78.6386,35.7721,-4,9
UnitedStates,-78.6664,39.6668,-1,30
UnitedStates,-78.8299,33.7861,0,28
UnitedStates,-78.8314,42.6198,-5,6
UnitedStates,-79.0178,35.9215,0,2
UnitedStates,-79.0703,43.2623,0,6
UnitedStates,-79.7449,34.9379,3,6
UnitedStates,-79.7625,36.4646,-1,2
UnitedStates,-80.0851,42.1292,1,8
UnitedStates,-81.1998,41.1667,-2,6
UnitedStates,-81.2915,28.4586,-1,6
UnitedStates,-81.6954,41.4995,0,7
UnitedStates,-81.717,27.8333,0,536
UnitedStates,-81.8068,26.4381,-2,2
UnitedStates,-81.8332,29.9997,0,24
UnitedStates,-81.9498,28.0395,-2,6
UnitedStates,-82.0976,39.8717,0,2
UnitedStates,-82.3893,28.0353,-3,8
UnitedStates,-83.0458,42.3314,-4,10
UnitedStates,-84.1916,39.7589,-2,8
UnitedStates,-84.3052,30.2335,0,41
UnitedStates,-84.6514,37.669,0,68
UnitedStates,-84.8666,35.1501,1,3
UnitedStates,-84.9516,37.6504,-3,3
UnitedStates,-85.4019,42.4053,-1,10
UnitedStates,-86.7489,35.7449,1,2
UnitedStates,-86.7583,33.4196,3,4
UnitedStates,-87.0494,37.8831,-1,16
UnitedStates,-87.0611,41.4731,0,2
UnitedStates,-87.4061,34.6812,3,10
UnitedStates,-87.55,37.3334,-2,8
UnitedStates,-87.6501,41.85,0,54
UnitedStates,-87.7531,38.3942,2,3
UnitedStates,-88.2315,43.0117,0,5
UnitedStates,-88.2434,40.1164,2,1
UnitedStates,-88.7862,37.1795,-2,5
UnitedStates,-88.8011,37.5114,4,6
UnitedStates,-88.8334,40.4834,0,2
UnitedStates,-88.9937,40.4842,-1,10
UnitedStates,-89.0022,40.3363,0,163
UnitedStates,-89.4001,43.8166,1,6
UnitedStates,-89.6385,44.2563,0,115
UnitedStates,-89.6437,39.8017,0,8
UnitedStates,-91.4168,36.7334,0,8
UnitedStates,-92.302,38.4623,-2,623
UnitedStates,-92.5833,40.1948,0,7
UnitedStates,-92.8024,42.8958,-1,10
UnitedStates,-93.214,42.0046,0,73
UnitedStates,-93.9196,45.7326,0,50
UnitedStates,-94.5505,39.8136,-4,4
UnitedStates,-95.3633,29.7633,-2,38
UnitedStates,-95.7935,28.7932,4,2
UnitedStates,-95.9378,41.2586,1,4
UnitedStates,-96.5503,28.9336,-4,1
UnitedStates,-96.5606,38.1592,0,2
UnitedStates,-96.5947,28.66,-1,1
UnitedStates,-96.9247,35.5376,0,67
UnitedStates,-97.2687,44.88,1,3
UnitedStates,-97.4836,29.4502,0,2
UnitedStates,-97.5164,35.4676,0,2
Uruguay,-56.0,-33.0,0,30
Vanuatu,167.0,-16.0,2,10
VaticanCity,12.45,41.9,0,4
Vietnam,103.833,22.25,-1,58
Vietnam,105.567,10.6833,0,20
Yemen,48.0,15.0,0,2
Zambia,30.4167,-15.6167,-1,5
Zimbabwe,29.3667,-15.75,-2,9
Zimbabwe,31.0447,-17.8178,-2,40
Zimbabwe,32.05,-21.4667,-1,10
Afghanistan,69.1833,34.5167,-1,4
Angola,14.25,-13.0333,0,7
Antarctica,32.3438,-85.6221,0,167
Argentina,-65.0385,-42.7692,-5,10
Argentina,-71.4094,-41.1162,-3,2
Australia,117.25,-33.0667,-2,8
Australia,118.3,-21.25,-1,15
Australia,130.483,-11.5667,0,34
Australia,130.87,-12.3608,-3,4
Australia,133.333,-23.75,-2,30
Australia,144.594,-37.4886,0,21
Australia,145.567,-41.0333,-4,34
Australia,145.8,-16.95,0,10
Australia,146.011,-17.5758,0,5
Australia,146.16,-42.95,1,10
Australia,146.3,-34.4167,0,20
Australia,148.067,-19.8833,-1,147
Australia,148.533,-24.55,1,10
Australia,149.0,-35.5,-3,10
Australia,149.225,-21.075,0,56
Australia,151.167,-33.9167,-1,2
Australia,151.35,-23.9333,0,10
Australia,151.75,-32.7667,-1,10
Bahamas,-77.35,25.0833,-1,10
Bangladesh,88.7109,25.7484,-1,1
Bangladesh,89.1354,21.8745,0,34
Bangladesh,90.5167,23.5333,-1,15
Belarus,28.0,53.0,-3,22
Bolivia,-67.3167,-18.9167,-4,2
Bolivia,-68.15,-16.5,-3,2733
Botswana,24.0,-22.0,-2,21
Botswana,24.9833,-20.05,-4,5
Bulgaria,23.1667,41.8,-6,2
Cambodia,103.183,13.6188,0,24
Cambodia,105.0,13.0,0,33
Cambodia,106.019,12.4881,-1,10
Canada,-101.0,39.0,-3,8
Canada,-113.0,60.0,0,372
Canada,-113.8,52.2667,0,1
Canada,-114.7,49.6333,-2,4
Canada,-115.0,55.0,-2,2
Canada,-115.667,51.15,0,4
Canada,-117.283,56.2333,-1,26
Canada,-118.0,65.0,0,10
Canada,-120.233,55.7667,0,12
Canada,-123.133,49.25,0,265
Canada,-123.233,49.3,0,21
Canada,-123.75,49.1667,-4,8
Canada,-123.917,49.15,-4,2
Canada,-125.25,50.0167,0,2
Canada,-125.833,49.6667,0,28
Canada,-128.7,54.0,-1,6
Canada,-129.833,54.25,1,12
Canada,-59.9167,43.9167,0,50
Canada,-60.6667,45.6333,-2,20
Canada,-70.8833,45.5833,-1,8
Canada,-73.5833,45.5,0,63
Canada,-80.5,47.8333,-1,6
Canada,-80.6667,48.7667,-1,4
Canada,-82.0,44.5,-1,2
Canada,-89.2333,48.4,1,20
Canada,-91.5667,48.0667,-1,2
Canada,-95.0,60.0,0,660
Canada,-97.7167,52.15,0,126
CapeVerde,-24.0,16.0,-4,1
CaymanIslands,-80.6667,19.5,-1,6
China,105.0,35.0,-1,693
China,117.0,32.0,-1,10
China,118.385,29.7931,-2,10
China,119.531,31.8806,-4,6
China,119.659,30.0765,-1,10
China,120.18,32.9274,-1,8
China,120.471,30.1952,-1,8
China,121.458,31.2222,0,88
China,128.0,48.0,-2,2
China,129.768,43.0999,0,30
CostaRica,-84.0,10.0,-5,180
CostaRica,-84.8388,9.97615,-2,15
CostaRica,-85.131,10.4536,4,8
Croatia,15.5,45.1667,0,10
Cuba,-80.0,21.5,-2,38
Cuba,-82.3642,23.1319,0,18
CzechRepublic,17.604,49.8409,0,10
Ecuador,-76.8828,0.084722,-1,20
EquatorialGuinea,-10.0,11.0,2,15
Finland,24.4167,63.2167,-6,5
France,5.73333,45.6333,0,408
Gabon,11.75,-1.0,-1,18
Germany,10.0,53.55,-3,20
Germany,13.4,52.5167,-1,394
Greenland,-40.0,72.0,-5,10
Guam,145.096,13.2613,2,14
Honduras,-85.0,15.1667,-4,10
Honduras,-86.5,15.0,-3,403
Honduras,-88.0333,14.15,-7,16
Honduras,-89.1167,14.6,-7,2
HongKong,113.941,22.2614,-3,1
HongKong,114.033,22.4333,-5,10
Iceland,-18.0,65.0,-2,5
India,72.8,18.9833,-1,10
India,72.8258,18.975,-1,106
India,73.8333,15.4833,0,3
India,73.9333,34.5292,-2,22
India,74.8153,34.1264,-5,2
India,75.0,14.0,-2,4
India,75.75,12.4167,0,16
India,75.8167,26.9167,1,8
India,76.5,10.0,-6,16
India,76.7575,12.8156,0,2
India,77.2167,28.6667,-3,1227
India,77.4,23.2667,1,6
India,78.0,11.0,-4,12
India,79.15,10.8,3,20
India,79.5,25.0,0,3
India,80.1075,13.0483,5,10
India,80.2833,13.0833,-2,6
India,83.3,17.7,0,8
India,86.6167,20.3167,-3,10
India,93.4667,26.6,2,85
Indonesia,105.933,-1.71667,-3,26
Indonesia,112.51,-7.7394,-3,1
Indonesia,95.5788,4.6338,-5,8
Iran,47.4417,35.1172,-3,8
Ireland,-8.0,53.0,0,45
Ireland,-8.44361,52.8067,0,10
Israel,34.75,31.5,-3,66
Israel,35.1,31.5333,-4,8
Israel,35.1278,32.8389,0,5
Italy,12.4833,41.9,-1,44
Jamaica,-76.9204,18.3829,3,5
Japan,135.95,33.5833,-7,10
Japan,139.767,35.6667,-2,7
Jersey,-2.12585,49.1961,0,64
Jordan,36.0,31.0,-2,2
Kazakhstan,67.7667,47.7833,0,4
Kazakhstan,68.0,48.0,0,4
Kenya,34.7617,-0.10221,0,5
Kenya,36.1018,0.258857,1,7
Kenya,36.8667,-1.28333,-5,10
Kenya,36.9667,-0.566667,-4,10
Kenya,38.0,1.0,0,429
Kenya,38.4619,-2.99208,-1,36
Kenya,39.2758,-3.78298,-2,2
Lebanon,35.5097,33.8719,-2,16
Madagascar,47.0,-20.0,-1,25
Madagascar,47.5167,-18.9167,5,10
Madagascar,49.8333,-14.3,-1,20
Malaysia,101.083,4.5841,-4,2
Malaysia,101.156,4.3889,-1,6
Malaysia,101.938,2.7297,-1,2
Malaysia,103.326,3.8077,-4,24
Malaysia,112.5,2.5,-4,29
Malaysia,117.583,5.41667,0,18
Malaysia,118.386,5.699,-5,6
Maldives,73.0,3.25,0,18
Malta,14.3228,36.0136,0,10
Malta,14.3664,35.9206,0,10
Malta,14.3822,35.8614,-2,2
Mauritius,57.55,-20.2833,6,190
Mauritius,57.7808,-19.8481,4,27
Mexico,-91.75,16.5,-3,33
Mexico,-93.75,18.4917,0,5
Mexico,-99.1386,19.4342,-2,505
Mexico,-99.8206,24.4458,0,10
Morocco,-7.61,33.59,0,14
Myanmar,95.1,15.8333,0,168
Myanmar,95.8333,19.0,-4,10
Namibia,15.0,-23.0,-4,15
Namibia,19.5,-18.5,-2,4
Nepal,84.4217,27.7417,1,10
Nepal,84.5,27.5833,-1,33
Nepal,85.3167,27.7167,2,13
Netherlands,5.75,52.5,-2,235
NewZealand,173.667,-41.6333,0,5
NewZealand,174.0,-41.0,0,89
NewZealand,174.25,-39.3333,5,6
NewZealand,174.583,-36.75,0,10
NewZealand,175.733,-38.7833,0,15
NewZealand,176.833,-38.3333,6,10
Nicaragua,-86.7622,12.199,-2,10
Nigeria,12.1167,8.45,-3,8
Nigeria,6.73385,6.20064,-5,1
Nigeria,8.0,10.0,-5,55
Nigeria,8.322,4.9517,-4,10
Norway,10.0,62.0,-2,82
Norway,25.5,69.45,-3,30
Oceans,-60.0,30.0,-1,50
Pakistan,67.05,24.8667,-3,12
Pakistan,75.0,36.0,1,8
Palau,134.6,7.5,2,20
Panama,-80.75,8.98333,0,6
Panama,-81.7942,7.46,3,5
Philippines,120.55,16.45,-1,372
Philippines,120.592,15.4894,-2,3
Philippines,120.827,15.0956,1,1
Philippines,121.058,13.7567,-1,26
Philippines,121.399,12.0697,0,7
Philippines,121.459,16.3342,-1,4
Philippines,121.937,16.3413,-5,6
Philippines,123.184,13.6232,-1,18
Philippines,123.4,8.63333,-2,86
Philippines,123.922,10.3236,-4,2
Poland,21.0,52.25,-3,366
Poland,23.0,53.25,-2,12
Portugal,-8.0,39.5,-2,113
PuertoRico,-66.4838,18.2359,0,23
Russia,100.0,60.0,0,157
Russia,20.511,54.7065,-2,2
Russia,31.9,54.7833,-4,3
Russia,43.9702,47.9561,-2,11
Rwanda,29.5,-1.5,4,20
Rwanda,29.6889,-1.9374,-2,10
SaintLucia,-61.1333,13.8833,0,4
SaintVincentandtheGrenadines,-61.2,13.25,0,4
SaudiArabia,39.2192,21.5169,0,5
SaudiArabia,42.979,16.6826,-2,6
SouthAfrica,18.4167,-33.9167,4,17
SouthAfrica,28.2294,-25.7069,-2,14
SouthAfrica,29.2063,-31.225,-4,14
SouthAfrica,30.4154,-30.4639,0,4
SouthAfrica,30.455,-30.7414,-3,2
SouthAfrica,30.7204,-29.857,-3,12
SouthAfrica,31.7543,-28.9566,0,3
SouthSudan,32.7,10.0,-8,85
Spain,-1.98186,43.3136,0,10
SriLanka,80.0833,6.83333,0,8
