Country,Longitude,Latitude,Goldstein
Greece,23.7333,37.9833,-7.0
HongKong,114.25,22.1667,-2.0
India,70.4667,21.5167,-10.0
India,70.9,26.4667,-4.0
India,71.25,26.1833,-4.0
India,72.6833,23.2167,-2.0
India,72.9,19.0833,-4.0
India,73.1,18.9833,-7.0
India,73.8667,18.5333,-2.0
India,73.9167,15.2667,-2.0
India,74.75,13.35,-10.0
India,75.0,17.4833,-2.0
India,75.7833,12.9667,-2.0
India,76.0,13.5,-4.0
India,76.2167,10.5167,-2.0
India,76.6333,11.6667,-10.0
India,77.0,20.0,-7.0
India,77.7333,11.35,-2.0
India,79.0333,23.5,-4.0
India,79.25,30.25,-5.0
India,79.5,18.0,-3.0
India,80.75,27.25,-10.0
India,81.75,21.5,-4.0
India,88.3697,22.5697,-2.0
Indonesia,110.5,0.0,-10.0
Iran,56.5,27.75,-10.0
Ireland,-7.95,53.4333,-10.0
Ireland,-9.91667,53.4,-10.0
Israel,34.7667,32.0667,-2.0
Israel,35.2333,31.7667,-4.0
Israel,35.5928,32.8072,-5.0
Italy,12.8333,42.8333,-2.0
Japan,141.3,38.4167,-5.0
Kenya,35.2699,0.520356,-9.0
Kenya,36.8167,-1.28333,-7.0
Kenya,39.6981,-4.05291,-2.0
Liberia,-9.5,6.5,-4.0
Malta,14.5147,35.8997,-3.0
Mexico,-102.0,23.0,-7.0
Morocco,-5.0,32.0,-10.0
Namibia,22.5667,-17.8,-2.0
Nepal,84.0,28.0,-5.0
Netherlands,4.91667,52.35,-2.0
NewZealand,-176.217,-44.2333,-10.0
Niger,8.0,16.0,-9.0
Nigeria,12.3167,9.38333,-2.0
Nigeria,3.39583,6.45306,-4.0
Nigeria,6.83333,4.75,-2.0
Nigeria,8.829,5.6088,-6.0
Oceans,35.0,43.0,-4.0
Oman,57.5,23.1667,-10.0
Pakistan,70.0,30.0,-4.0
Peru,-75.4172,-11.7899,-7.0
Peru,-77.05,-12.05,-5.0
Philippines,120.483,13.4333,-4.0
Philippines,120.982,14.6042,-4.0
Philippines,122.361,11.0569,-10.0
Russia,41.4433,52.7317,-5.0
SaudiArabia,45.0,25.0,-6.0
Somalia,45.3667,2.06667,-5.0
SouthAfrica,27.9667,-26.05,-6.0
SouthAfrica,31.5,-23.8333,-7.0
SouthAfrica,31.534,-27.8818,-10.0
SouthAfrica,31.5857,-24.9895,-5.0
SouthKorea,127.5,37.0,-4.0
Spain,-2.56335,39.7775,-2.0
Spain,-3.68333,40.4,-6.0
Spain,-4.0,40.0,-6.0
SriLanka,79.8855,6.7857,-5.0
SriLanka,80.6383,7.2933,-4.0
Switzerland,6.54199,46.4443,-10.0
Syria,38.0,35.0,-4.0
Tanzania,35.0,-6.0,-10.0
Tanzania,36.0,-2.41667,-4.0
Thailand,101.167,13.9167,-6.0
Thailand,98.3833,7.83333,-3.0
TrinidadandTobago,-61.2799,10.0905,-6.0
Turkey,35.6592,38.7918,-2.0
Tuvalu,178.0,-8.0,-2.0
Ukraine,34.1108,44.9572,-5.0
UnitedKingdom,-2.45,50.5667,-2.0
UnitedKingdom,-2.56667,50.6333,-2.0
UnitedKingdom,-3.16667,54.5,-10.0
UnitedStates,-101.032,32.7298,-5.0
UnitedStates,-105.232,39.8911,-4.0
UnitedStates,-105.339,45.2908,-2.0
UnitedStates,-105.544,36.4386,-9.0
UnitedStates,-105.851,37.725,-2.0
UnitedStates,-106.556,32.3262,-4.0
UnitedStates,-107.209,42.7475,-3.0
UnitedStates,-108.987,40.5205,-10.0
UnitedStates,-109.343,37.8714,-2.0
UnitedStates,-110.453,33.3453,-5.0
UnitedStates,-111.105,38.0258,-10.0
UnitedStates,-111.658,35.19,-4.0
UnitedStates,-112.139,36.0544,-10.0
UnitedStates,-115.763,40.8324,-10.0
UnitedStates,-117.122,38.4199,-7.0
UnitedStates,-117.707,34.1023,-4.0
UnitedStates,-117.768,33.7,-10.0
UnitedStates,-117.834,48.4332,-2.0
UnitedStates,-118.327,34.0983,-7.0
UnitedStates,-118.526,34.2747,-10.0
UnitedStates,-119.001,44.5002,-2.0
UnitedStates,-119.746,36.17,-4.0
UnitedStates,-119.814,39.5296,-10.0
UnitedStates,-120.501,47.5001,-4.0
UnitedStates,-120.545,34.559,-4.0
UnitedStates,-121.287,37.9528,-4.0
UnitedStates,-121.508,38.5974,-2.0
UnitedStates,-122.127,44.5672,-5.0
UnitedStates,-122.182,37.4538,-2.0
UnitedStates,-122.271,37.8044,-6.0
UnitedStates,-122.285,37.8313,-10.0
UnitedStates,-122.435,47.8332,-4.0
UnitedStates,-122.919,38.0119,-10.0
UnitedStates,-123.115,44.9182,-10.0
UnitedStates,-123.468,43.3654,-2.0
UnitedStates,-144.501,68.7506,-5.0
UnitedStates,-157.531,21.1098,-5.0
UnitedStates,-159.808,57.3264,-3.0
UnitedStates,-69.3977,44.6074,-2.0
UnitedStates,-70.2995,41.6357,-4.0
UnitedStates,-71.5314,42.2373,-6.0
UnitedStates,-71.9851,43.414,-5.0
UnitedStates,-72.662,40.917,-3.0
UnitedStates,-72.7093,44.0407,-4.0
UnitedStates,-74.0443,40.689,-2.0
UnitedStates,-74.9384,42.1497,-4.0
UnitedStates,-75.1638,39.9523,-3.0
UnitedStates,-76.7902,39.0724,-3.0
UnitedStates,-77.0003,38.889,-6.0
UnitedStates,-77.0262,38.8964,-2.0
UnitedStates,-77.0726,38.9073,-4.0
UnitedStates,-77.264,40.5773,-4.0
UnitedStates,-78.6386,35.7721,-2.0
UnitedStates,-79.7625,36.4646,-2.0
UnitedStates,-79.9665,32.7668,-4.0
UnitedStates,-80.13,25.7907,-2.0
UnitedStates,-80.2787,25.7195,-5.0
UnitedStates,-80.4498,26.6503,-4.0
UnitedStates,-81.2414,42.149,-2.0
UnitedStates,-81.2498,37.7501,-10.0
UnitedStates,-81.717,27.8333,-6.0
UnitedStates,-81.8854,31.6074,-2.0
UnitedStates,-82.7899,40.7337,-2.0
UnitedStates,-84.5038,39.1381,-10.0
UnitedStates,-84.6514,37.669,-5.0
UnitedStates,-86.7489,35.7449,-10.0
UnitedStates,-87.6501,41.85,-8.0
UnitedStates,-89.0022,40.3363,-4.0
UnitedStates,-89.6385,44.2563,-7.0
UnitedStates,-90.3502,45.6833,-10.0
UnitedStates,-90.9235,42.8853,-10.0
UnitedStates,-92.302,38.4623,-5.0
UnitedStates,-93.214,42.0046,-3.0
UnitedStates,-93.4266,30.4544,-2.0
UnitedStates,-93.9196,45.7326,-9.0
UnitedStates,-95.3633,29.7633,-2.0
UnitedStates,-95.5377,29.6186,-2.0
UnitedStates,-96.9247,35.5376,-4.0
Vietnam,106.283,17.6,-2.0
Yemen,48.0,15.0,-10.0
Zambia,28.2833,-15.4167,-5.0
Zimbabwe,31.0447,-17.8178,-9.0
Zimbabwe,32.6236,-20.1883,-10.0
Angola,16.9333,-12.3833,-4.0
Angola,18.5,-12.5,-2.0
Antarctica,32.3438,-85.6221,-2.0
Argentina,-63.1655,-36.2658,-2.0
Australia,118.3,-21.25,-10.0
Australia,145.56,-42.98,-6.0
Australia,145.717,-42.5667,-5.0
Australia,146.011,-17.5758,-10.0
Australia,147.2,-36.554,-2.0
Australia,147.392,-41.0005,-4.0
Australia,148.067,-19.8833,-7.0
Australia,151.263,-33.8747,-10.0
Belgium,4.0,50.8333,-2.0
Bolivia,-68.15,-16.5,-2.0
Botswana,24.0,-22.0,-5.0
Brazil,-37.55,-7.58333,-2.0
Brazil,-47.9167,-15.7833,-10.0
Brazil,-72.7833,-8.96667,-2.0
Cambodia,105.0,13.0,-5.0
Canada,-108.5,59.55,-10.0
Canada,-120.233,55.7667,-4.0
Canada,-123.133,49.25,-4.0
Canada,-123.417,48.4333,-2.0
Canada,-123.467,48.8167,-10.0
Canada,-128.7,54.0,-6.0
Canada,-135.3,65.8167,-10.0
Canada,-65.5167,45.7167,-4.0
Canada,-73.5833,45.5,-10.0
Canada,-80.9667,46.5,-2.0
Canada,-95.0,60.0,-4.0
Canada,-97.1667,49.8833,-2.0
Canada,-97.7167,52.15,-2.0
CaymanIslands,-80.6667,19.5,-2.0
China,105.0,35.0,-4.0
China,106.075,25.8083,-10.0
China,90.0,32.0,-10.0
CostaRica,-82.7833,9.6,-10.0
CostaRica,-84.0,10.0,-8.0
CostaRica,-84.8388,9.97615,-10.0
CostaRica,-87.0667,5.53333,-8.0
CzechRepublic,14.4003,49.9952,-2.0
DominicanRepublic,-69.8167,19.2167,-5.0
Ecuador,-79.9,-2.16667,-4.0
France,4.84511,43.3329,-10.0
France,5.73333,45.6333,-4.0
Germany,11.7333,48.4,-2.0
Germany,13.4,52.5167,-8.0
Germany,7.1,50.7333,-3.0
Honduras,-86.5,15.0,-10.0
Honduras,-87.55,13.7833,-10.0
Honduras,-89.1167,14.6,-10.0
HongKong,113.941,22.2614,-2.0
Iceland,-18.0,65.0,-4.0
India,71.1833,23.0167,-9.0
India,71.6833,22.7,-9.0
India,72.8258,18.975,-3.0
India,75.0,14.0,-2.0
India,76.3167,32.2167,-5.0
India,77.2167,28.6667,-3.0
India,77.55,28.5667,-10.0
India,80.2833,13.0833,-3.0
India,95.7,28.7,-5.0
Indonesia,106.55,-5.6,-5.0
Indonesia,107.917,-2.83333,-10.0
Indonesia,95.5312,5.3672,-4.0
Ireland,-8.0,53.0,-6.0
Israel,34.75,31.5,-6.0
Italy,12.4833,41.9,-5.0
Italy,9.2,45.4667,-10.0
Japan,135.95,33.5833,-2.0
Jersey,-2.12585,49.1961,-2.0
Kenya,34.8167,-0.65,-10.0
Kenya,35.7167,-0.166667,-2.0
Kenya,36.2969,-0.836398,-10.0
Kenya,38.0,1.0,-5.0
Kenya,38.1494,-3.00291,-5.0
Kenya,40.0713,-3.03566,-4.0
Lebanon,35.5097,33.8719,-4.0
Luxembourg,6.11417,49.8486,-2.0
Luxembourg,6.1667,49.75,-4.0
Madagascar,47.0,-20.0,-4.0
Madagascar,47.5167,-18.9167,-4.0
Malaysia,100.883,4.4,-2.0
Malaysia,101.7,3.16667,-5.0
Malaysia,112.5,2.5,-10.0
Mexico,-93.7833,16.4167,-2.0
Nepal,84.5,27.5833,-10.0
Nepal,85.3167,27.7167,-5.0
Netherlands,5.75,52.5,-4.0
NewZealand,174.0,-41.0,-6.0
Nigeria,8.0,10.0,-3.0
Norway,10.0,62.0,-6.0
Panama,-81.8333,8.73333,-5.0
Peru,-72.1031,-16.9978,-4.0
Peru,-79.5156,-7.45611,-10.0
Peru,-79.7081,-5.15389,-4.0
Philippines,120.55,16.45,-6.0
Philippines,121.417,14.4622,-9.0
Philippines,123.4,8.63333,-8.0
Philippines,123.417,10.4833,-5.0
Philippines,124.487,11.3697,-5.0
Philippines,124.995,12.6395,-4.0
PuertoRico,-66.4838,18.2359,-10.0
Russia,100.0,60.0,-4.0
Russia,50.15,53.2,-2.0
Rwanda,29.5624,-2.6257,-10.0
SouthAfrica,18.2728,-32.9002,-10.0
SouthAfrica,29.5667,-25.0167,-5.0
SouthKorea,128.621,38.0739,-2.0
SriLanka,80.6356,7.2955,-5.0
Switzerland,9.38333,47.3,-4.0
Taiwan,121.0,23.5,-2.0
Tanzania,29.85,-5.21667,-10.0
Tanzania,39.2833,-6.8,-3.0
Thailand,100.0,15.0,-7.0
Thailand,103.652,18.363,-10.0
Thailand,104.147,17.1612,-10.0
Turkmenistan,58.3833,37.95,-4.0
Ukraine,30.5167,50.4333,-2.0
UnitedArabEmirates,52.6013,24.3259,-10.0
UnitedKingdom,-0.45,51.4667,-2.0
UnitedKingdom,-0.8,54.2,-5.0
UnitedKingdom,-2.21667,53.5,-4.0
UnitedKingdom,-3.0,55.15,-10.0
UnitedKingdom,-3.2,55.95,-3.0
UnitedKingdom,-5.93333,54.5833,-10.0
UnitedKingdom,-6.0,54.6667,-2.0
UnitedKingdom,-6.5,54.5,-2.0
UnitedStates,-104.821,38.8339,-6.0
UnitedStates,-104.985,39.7392,-6.0
UnitedStates,-105.327,39.0646,-5.0
UnitedStates,-105.551,44.2505,-2.0
UnitedStates,-106.598,37.7258,-2.0
UnitedStates,-106.651,35.0845,-2.0
UnitedStates,-108.826,31.9998,-2.0
UnitedStates,-110.326,46.9048,-3.0
UnitedStates,-111.827,41.3333,-5.0
UnitedStates,-111.854,40.1135,-3.0
UnitedStates,-112.074,33.4484,-4.0
UnitedStates,-113.994,46.8721,-4.0
UnitedStates,-114.51,44.2394,-7.0
UnitedStates,-115.137,36.175,-2.0
UnitedStates,-115.501,41.0002,-10.0
UnitedStates,-116.168,34.6667,-10.0
UnitedStates,-116.801,33.0334,-4.0
UnitedStates,-118.438,34.7044,-3.0
UnitedStates,-118.68,46.3904,-2.0
UnitedStates,-118.932,34.1203,-4.0
UnitedStates,-119.682,34.0186,-2.0
UnitedStates,-119.828,34.4358,-10.0
UnitedStates,-119.834,36.6666,-2.0
UnitedStates,-120.001,34.25,-2.0
UnitedStates,-120.019,38.1681,-4.0
UnitedStates,-120.034,34.7333,-3.0
UnitedStates,-120.382,36.7536,-10.0
UnitedStates,-121.216,37.7974,-10.0
UnitedStates,-121.494,38.5816,-7.0
UnitedStates,-121.521,38.5191,-10.0
UnitedStates,-121.681,36.655,-4.0
UnitedStates,-121.785,48.4665,-6.0
UnitedStates,-121.884,37.5999,-2.0
UnitedStates,-122.613,48.5126,-6.0
UnitedStates,-122.709,42.1946,-5.0
UnitedStates,-123.656,41.7832,-10.0
UnitedStates,-123.924,46.1651,-4.0
UnitedStates,-124.038,41.5265,-10.0
UnitedStates,-124.113,46.9084,-9.0
UnitedStates,-124.218,43.3665,-4.0
UnitedStates,-152.268,61.385,-4.0
UnitedStates,-156.311,20.9228,-6.0
UnitedStates,-67.3103,44.5723,-5.0
UnitedStates,-71.0598,42.3584,-10.0
UnitedStates,-71.3495,42.2834,-10.0
UnitedStates,-71.5101,41.6772,-5.0
UnitedStates,-71.5653,43.4108,-4.0
UnitedStates,-73.1134,41.2182,-4.0
UnitedStates,-73.9465,41.2745,-10.0
UnitedStates,-73.9662,40.7834,-10.0
UnitedStates,-74.4999,40.1671,-5.0
UnitedStates,-74.5089,40.314,-5.0
UnitedStates,-74.7829,41.7001,-5.0
UnitedStates,-76.013,36.8421,-2.0
UnitedStates,-76.4436,36.9415,-8.0
UnitedStates,-77.0178,38.8773,-3.0
UnitedStates,-77.0364,38.8951,-5.0
UnitedStates,-77.4603,37.5538,-5.0
UnitedStates,-77.483,38.7001,-4.0
UnitedStates,-78.2057,37.768,-3.0
UnitedStates,-79.8431,35.6411,-4.0
UnitedStates,-80.4456,37.8018,-4.0
UnitedStates,-80.4831,26.1504,-10.0
UnitedStates,-80.9696,38.468,-5.0
UnitedStates,-81.3084,40.3234,-2.0
UnitedStates,-81.7184,25.9412,-10.0
UnitedStates,-81.859,26.4251,-9.0
UnitedStates,-82.7755,40.3736,-6.0
UnitedStates,-84.5163,39.1314,-10.0
UnitedStates,-84.5603,43.3504,-5.0
UnitedStates,-86.2604,39.8647,-2.0
UnitedStates,-89.2503,29.1669,-2.0
UnitedStates,-89.9367,29.1869,-2.0
UnitedStates,-90.0751,29.9546,-2.0
UnitedStates,-93.0551,48.4802,-4.0
UnitedStates,-93.2983,44.8408,-10.0
UnitedStates,-93.6091,41.6005,-3.0
UnitedStates,-97.1331,33.2148,-5.0
UnitedStates,-97.6475,31.106,-5.0
UnitedStates,0.0,0.0,-4.0
Venezuela,-66.0,8.0,-4.0
Vietnam,105.85,21.0333,-9.0
Zambia,24.0833,-14.0333,-2.0
Zambia,30.0,-15.0,-6.0
Zimbabwe,29.9841,-16.5272,-6.0
Zimbabwe,30.864,-16.4315,-10.0
Zimbabwe,31.5312,-17.7119,-10.0
Zimbabwe,31.6605,-19.9735,-10.0
Algeria,3.05056,36.7631,-6.0
Argentina,-64.0,-34.0,-10.0
Australia,115.75,-32.05,-2.0
Australia,132.7,-12.1333,-10.0
Australia,133.0,-27.0,-3.0
Australia,146.833,-18.0,-3.0
Australia,150.7,-35.1333,-2.0
Australia,153.017,-27.5,-6.0
Australia,153.033,-30.5,-4.0
Austria,13.3333,47.3333,-2.0
Austria,13.8333,46.75,-10.0
Austria,16.3667,48.2,-9.0
Bahamas,-76.0,24.25,-6.0
Bangladesh,90.0,24.0,-3.0
Bangladesh,90.4086,23.7231,-5.0
Belize,-88.75,17.25,-2.0
Bermuda,-64.75,32.3333,-2.0
Botswana,25.15,-17.8167,-2.0
Botswana,25.6667,-20.6667,-2.0
Brazil,-43.4167,-20.2333,-2.0
Brazil,-46.2167,-1.6,-10.0
Bulgaria,23.3167,42.6833,-3.0
BurkinaFaso,-2.0,13.0,-4.0
Canada,-103.0,54.5,-2.0
Canada,-128.533,52.5833,-10.0
Canada,-59.7833,45.95,-10.0
Canada,-63.1333,56.65,-2.0
Canada,-63.5,46.3333,-2.0
Canada,-75.7,45.4167,-3.0
Canada,-79.4167,43.6667,-4.0
Canada,-81.0,42.0,-7.0
Canada,-83.1333,42.0833,-2.0
Chad,20.7509,16.6836,-6.0
Chile,-72.9617,-41.3983,-10.0
Chile,-74.0,-48.0,-10.0
China,106.268,31.3481,-2.0
China,110.167,21.2597,-2.0
China,121.141,31.7867,-4.0
CostaRica,-82.6069,9.58991,-10.0
CostaRica,-82.7533,9.65597,-8.0
Denmark,10.0,57.3333,-2.0
Denmark,12.5833,55.6667,-4.0
France,-1.70904,47.3805,-10.0
France,2.0,46.0,-5.0
France,2.8971,42.6962,-2.0
France,5.86085,45.6476,-5.0
Germany,11.5833,48.15,-5.0
Ghana,-2.0,8.0,-2.0
Gibraltar,-5.43333,36.15,-2.0
Greece,22.0,39.0,-2.0
Greece,22.3333,37.3,-10.0
Guatemala,-89.1333,15.4,-9.0
Guatemala,-90.25,15.5,-10.0
HongKong,114.167,22.25,-6.0
India,72.8106,18.9069,-4.0
India,73.15,21.0167,-4.0
India,73.4667,20.9167,-5.0
India,77.2,28.6,-3.0
India,77.5833,12.9833,-4.0
India,77.8833,29.8667,-2.0
India,78.05,27.1667,-5.0
India,78.4744,17.3753,-6.0
India,79.9667,14.4333,-2.0
India,81.8833,25.5,-7.0
India,95.65,27.35,-5.0
Indonesia,100.434,-1.24718,-2.0
Indonesia,102.517,-1.1,-4.0
Indonesia,120.0,-5.0,-4.0
Iraq,44.0,33.0,-4.0
IsleofMan,-4.48333,54.15,-4.0
Israel,35.5575,31.7633,-2.0
Japan,135.75,35.0,-2.0
Japan,138.0,36.0,-5.0
Japan,139.751,35.685,-4.0
Kazakhstan,65.5092,44.8528,-2.0
Kazakhstan,76.95,43.25,-2.0
Kazakhstan,79.55,46.8167,-4.0
Kenya,39.8034,-3.0092,-4.0
Kenya,40.8991,-2.26925,-5.0
Kyrgyzstan,80.0,42.0,-10.0
Lebanon,35.5324,33.6504,-4.0
Lebanon,35.7991,34.1252,-4.0
Libya,17.0,25.0,-3.0
Madagascar,48.9665,-14.021,-5.0
Malta,14.3622,35.9564,-5.0
Malta,14.5833,35.8333,-4.0
Mexico,-103.333,20.6667,-10.0
Mexico,-105.197,24.5242,-10.0
Mexico,-105.433,21.6,-10.0
Myanmar,97.5,26.0,-2.0
Namibia,17.0,-22.0,-7.0
Namibia,17.0836,-22.57,-10.0
Netherlands,5.66756,51.9733,-4.0
Nigeria,6.26417,4.92472,-6.0
Nigeria,6.65471,4.37941,-2.0
Nigeria,7.53333,9.08333,-6.0
Nigeria,8.25082,11.4148,-10.0
Oman,57.0,21.0,-10.0
Pakistan,73.1667,33.7,-5.0
Peru,-76.0,-10.0,-2.0
Philippines,121.0,14.5833,-4.0
Russia,109.0,53.0,-2.0
Russia,37.6156,55.7522,-3.0
Russia,40.2333,52.3167,-7.0
Rwanda,30.0,-2.0,-4.0
Singapore,103.8,1.3667,-7.0
SouthAfrica,24.0,-29.0,-5.0
SouthAfrica,28.0833,-26.2,-5.0
SouthAfrica,28.25,-26.0833,-5.0
SouthAfrica,32.054,-28.7754,-2.0
SouthKorea,127.0,37.5664,-10.0
SriLanka,81.6924,7.7102,-10.0
Swaziland,31.5,-26.5,-4.0
Switzerland,8.0,47.0,-10.0
Tanzania,33.45,-8.9,-2.0
Tanzania,35.9333,-3.6,-5.0
Tanzania,37.5,-9.0,-2.0
Thailand,100.084,20.3527,-4.0
Thailand,100.517,13.75,-6.0
Thailand,102.1,15.0333,-10.0
Thailand,104.215,17.9651,-10.0
Turkey,28.9647,41.0186,-2.0
Turkey,32.873,39.9455,-2.0
Turkey,35.0,39.0,-2.0
Turkmenistan,53.8385,38.0704,-2.0
UnitedArabEmirates,54.0,24.0,-10.0
UnitedKingdom,-0.116667,51.5,-6.0
UnitedKingdom,-2.0,54.0,-5.0
UnitedKingdom,-5.5,54.3667,-4.0
UnitedKingdom,0.116667,52.2,-5.0
UnitedStates,-107.913,40.0394,-5.0
UnitedStates,-108.084,40.65,-5.0
UnitedStates,-108.151,35.6781,-4.0
UnitedStates,-110.872,37.2894,-2.0
UnitedStates,-111.388,33.7712,-8.0
UnitedStates,-114.461,42.563,-2.0
UnitedStates,-115.439,43.3121,-2.0
UnitedStates,-117.157,32.7153,-4.0
UnitedStates,-117.919,33.6411,-4.0
UnitedStates,-118.244,34.0522,-4.0
UnitedStates,-118.259,34.09,-10.0
UnitedStates,-118.293,36.5785,-4.0
UnitedStates,-118.408,48.8885,-2.0
UnitedStates,-119.901,38.0666,-4.0
UnitedStates,-120.189,36.6066,-4.0
UnitedStates,-121.372,38.4088,-4.0
UnitedStates,-121.851,38.0666,-10.0
UnitedStates,-121.868,37.9833,-2.0
UnitedStates,-122.273,37.8716,-5.0
UnitedStates,-122.332,47.6062,-7.0
UnitedStates,-122.419,37.7749,-6.0
UnitedStates,-122.676,45.5235,-4.0
UnitedStates,-122.784,39.0999,-6.0
UnitedStates,-149.9,61.2181,-2.0
UnitedStates,-157.858,21.3069,-5.0
UnitedStates,-66.335,18.2766,-2.0
UnitedStates,-70.0328,41.7001,-10.0
UnitedStates,-70.5931,42.6486,-2.0
UnitedStates,-70.7906,44.9548,-4.0
UnitedStates,-70.9111,41.8932,-2.0
UnitedStates,-72.5579,42.8509,-5.0
UnitedStates,-72.5829,42.5834,-10.0
UnitedStates,-73.5104,42.357,-10.0
UnitedStates,-73.8553,40.8472,-6.0
UnitedStates,-73.9737,40.7809,-2.0
UnitedStates,-74.0879,40.8457,-4.0
UnitedStates,-74.5496,40.5668,-2.0
UnitedStates,-74.6454,40.6807,-2.0
UnitedStates,-74.7429,40.2171,-4.0
UnitedStates,-75.5148,39.3498,-4.0
UnitedStates,-76.2719,39.039,-10.0
UnitedStates,-76.6122,39.2904,-4.0
UnitedStates,-79.0289,35.5749,-2.0
UnitedStates,-80.0517,35.3618,-2.0
UnitedStates,-80.0848,32.6082,-10.0
UnitedStates,-80.1873,40.2626,-2.0
UnitedStates,-80.1937,25.7743,-6.0
UnitedStates,-80.3814,25.2404,-10.0
UnitedStates,-80.9066,33.8191,-6.0
UnitedStates,-81.6376,29.6486,-2.0
UnitedStates,-82.0004,33.0668,-2.0
UnitedStates,-82.2073,31.9616,-2.0
UnitedStates,-82.3304,28.8358,-2.0
UnitedStates,-82.6773,27.4961,-2.0
UnitedStates,-82.9988,39.9612,-2.0
UnitedStates,-83.2785,30.8327,-2.0
UnitedStates,-84.2918,30.4408,-2.0
UnitedStates,-84.7647,44.3147,-10.0
UnitedStates,-87.1014,32.3168,-2.0
UnitedStates,-87.8501,42.3092,-5.0
UnitedStates,-89.6812,32.7673,-9.0
UnitedStates,-91.8749,31.1801,-3.0
UnitedStates,-92.1066,46.7833,-4.0
UnitedStates,-92.3809,34.9513,-7.0
UnitedStates,-93.2638,44.98,-10.0
UnitedStates,-93.4708,44.8547,-10.0
UnitedStates,-93.6519,41.6014,-2.0
UnitedStates,-95.2477,38.9581,-4.0
UnitedStates,-96.8067,32.7831,-6.0
UnitedStates,-97.0,38.0,-7.0
UnitedStates,-97.9914,36.5631,-4.0
UnitedStates,-98.2883,41.1289,-3.0
UnitedStates,-99.793,47.5362,-7.0
Uruguay,-55.225,-34.37,-2.0
Uzbekistan,72.1833,41.0333,-2.0
Vietnam,106.0,16.0,-6.0
Zambia,23.1047,-13.5432,-2.0
Zimbabwe,26.4833,-18.3667,-9.0
Zimbabwe,26.8667,-17.9833,-10.0
Zimbabwe,27.1217,-18.9106,-8.0
Zimbabwe,28.8,-16.5167,-10.0
Zimbabwe,30.0,-20.0,-7.0
Zimbabwe,30.8277,-20.0637,-4.0
